,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
2220,2220,54510,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,4735
2221,2221,12305,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Genesis Men Check Navy Blue Shirts,1001
2222,2222,29944,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL13088JS-02,3687
2223,2223,3752,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Status Quo Men's Music Revolution Green T-shirt,1780
2224,2224,31187,Men,Accessories,Accessories,Accessory Gift Set,Black,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,1467
2225,2225,17677,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Weaved Strap Tan Flats,2029
2226,2226,30869,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Kurta,2229
2227,2227,23442,Women,Apparel,Topwear,Tunics,Orange,Fall,2011.0,Casual,Satya Paul Women Orange Printed Tunic,2811
2228,2228,6220,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Men's Believe Burnt Orange T-shirt,3930
2229,2229,22590,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey Shorts,1450
2230,2230,29178,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Washed Blue Jeans,1797
2231,2231,14496,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Flying Machine Men Casual Grey Casual Shoes,4516
2232,2232,15544,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,2129
2233,2233,4113,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Fila Men's Bruno White Shoe,1499
2234,2234,45234,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Analog-Digital Watch AW-80-1AVDFAD84,4870
2235,2235,40746,Women,Accessories,Headwear,Caps,Black,Winter,2012.0,Casual,Roxy Women Black Cap,3438
2236,2236,32366,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Watch,3940
2237,2237,41694,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Casual,Superman Men Black Printed Lounge Pants,1559
2238,2238,26554,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,ID Men Blue Shoes,611
2239,2239,19389,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Printed White Tshirt,1274
2240,2240,42011,Men,Footwear,Sandal,Sandals,Grey,Summer,2015.0,Casual,Estd. 1977 Men Grey Sandals,1067
2241,2241,3336,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Men's Mumbai Indians Rage Blue T-shirt,3272
2242,2242,54174,Women,Accessories,Jewellery,Necklace and Chains,Gold,Summer,2012.0,Casual,Femella Golden Necklace,3693
2243,2243,27486,Women,Apparel,Innerwear,Briefs,Purple,Winter,2015.0,Casual,Jockey Women Purple Bikini Briefs,4506
2244,2244,35143,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Allen Solly Women Black Handbag,2224
2245,2245,7796,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Proline Men Grey Polo T-shirt,3113
2246,2246,51406,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow Striped Shirt,1928
2247,2247,17213,Women,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Purple Sunglasses,877
2248,2248,34091,Girls,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Doodle Girls Printed Grey Top,1653
2249,2249,54948,Men,Apparel,Topwear,Sweatshirts,Grey Melange,Summer,2012.0,Casual,Do u speak green Men Grey Sweatshirt,3607
2250,2250,6644,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Transform III IN White Shoe,3748
2251,2251,47563,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Portia Women Black Sandals,3979
2252,2252,42223,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Striped Top,4890
2253,2253,3104,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Wtf Turquoise T-Shirt,2950
2254,2254,55294,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Lakme Absolute Beigeshine Plump & Shine Lip Gloss,4286
2255,2255,54346,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Levis Men 3 Pair Of Socks,4672
2256,2256,13481,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Rocia Women Black Flats,4302
2257,2257,30603,Boys,Apparel,Bottomwear,Shorts,Maroon,Summer,2012.0,Sports,Nike Boys Basketball Red Shorts,3475
2258,2258,3938,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Jealous 21 Women's White Blue T-shirt,4096
2259,2259,51634,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fossil Women White Dial Chronograph Watch ES2783,1730
2260,2260,46683,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Rasasi Men Romance Forever Perfume,3298
2261,2261,19987,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Top,4081
2262,2262,18855,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Athletic Stellar Blue Polo Tshirt,4440
2263,2263,6476,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Men's Fit White T-shirt,1151
2264,2264,17021,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Casual Black Sandal,992
2265,2265,23214,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Aneri Women Sagar Cream Kurta,4083
2266,2266,20491,Women,Accessories,Bags,Handbags,Maroon,Winter,2015.0,Casual,Baggit Women Knotty Taj Maroon Handbag,4264
2267,2267,4321,Unisex,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Tantra Kid's Unisex Genius Red Kidswear,1800
2268,2268,45006,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Attivo Digital Watch,3806
2269,2269,15776,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Facit Men Trophy BF Blue Briefs,4101
2270,2270,59459,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Silver Ring,2693
2271,2271,21543,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Small Pocket Black Handbag,1355
2272,2272,40574,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White Kurta,4678
2273,2273,1653,Men,Footwear,Shoes,Sports Shoes,Brown,Summer,2010.0,Sports,Reebok Men's Ventilator Ubiq Shoe,4725
2274,2274,33086,Women,Footwear,Shoes,Heels,Red,Winter,2015.0,Casual,Catwalk Women Red Flats,4553
2275,2275,10204,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Murcia Women Hahk Purple Handbags,3034
2276,2276,56411,Men,Footwear,Sandal,Sandals,Brown,Spring,2013.0,Casual,GAS Men Brown Savana Sandals,1647
2277,2277,48184,Women,Accessories,Bags,Handbags,Brown,Winter,2016.0,Casual,Fossil Women Brown Handbag,4371
2278,2278,50947,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Jeggings,4331
2279,2279,27029,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Capris,1525
2280,2280,19726,Women,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Shirt,4030
2281,2281,55409,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Revlon ColorStay Overtime Everlasting Rum Lipcolor 370,3456
2282,2282,46822,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multicoloured Heels,4410
2283,2283,51895,Women,Accessories,Wallets,Wallets,Brown,Summer,2016.0,Casual,Nyk Women Brown Wallet,3004
2284,2284,8371,Girls,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Girl's Dont Worry Hippie Yellow Teen Kidswear,4514
2285,2285,3799,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Cartoon Pink Kidswear,1405
2286,2286,49056,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring,3971
2287,2287,23489,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,FILA Men Forza 11 Black Sports Shoes,4071
2288,2288,28061,Men,Apparel,Innerwear,Briefs,Grey Melange,Winter,2016.0,Casual,Jockey ELANCE Men Pack Of Two Grey Briefs 1010,4517
2289,2289,27815,Men,Accessories,Belts,Belts,Brown,Summer,2013.0,Casual,Bulchee Men Brown And Black Reversible Belt,3320
2290,2290,31970,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Lengo Black Sports Shoes,3033
2291,2291,36369,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Reid & Taylor Men Blue Tie,2678
2292,2292,44749,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Globalite Men Grey Tracker Shoes,4244
2293,2293,58316,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,1391
2294,2294,14039,Men,Apparel,Topwear,Shirts,Green,Winter,2016.0,Casual,Flying Machine Men Check Green Shirts,4168
2295,2295,39321,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Capris,2042
2296,2296,10499,Women,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Women Aspen Yellow Tshirts,2778
2297,2297,14805,Women,Accessories,Bags,Handbags,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Handbags,4803
2298,2298,56882,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,HM Women Red Heels,2825
2299,2299,37089,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,1484
2300,2300,57950,Men,Footwear,Shoes,Formal Shoes,Brown,Spring,2012.0,Formal,Clarks Men Brown Formal Shoes,2737
2301,2301,41009,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Jeans,2897
2302,2302,39113,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Angry Birds Men Red Printed T-shirt,2661
2303,2303,58918,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Casual,Hakashi Men Red & Black Silk Tie,4212
2304,2304,33429,Women,Accessories,Bags,Handbags,Teal,Fall,2012.0,Casual,Baggit Women Naughty Lips Teal Handbag,3418
2305,2305,20802,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Fila Men Racer White Sports Shoes,516
2306,2306,9091,Men,Footwear,Shoes,Casual Shoes,Maroon,Winter,2011.0,Casual,Buckaroo Men Amigo Maroon Casual Shoes,3968
2307,2307,2479,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Casual,Puma Men's Foundation Grey Polo T-shirt,4056
2308,2308,8143,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Bikers Analog Steel Black Watch,2607
2309,2309,7937,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Puma Men's Tech Graphic Green Black T-shirt,4509
2310,2310,19514,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Casual,Wrangler Leather Men Black Wallets,2253
2311,2311,13812,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Proline Navy Striped Sweater,2860
2312,2312,28253,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Wild stone Men Smoke Deo,2555
2313,2313,50349,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aurelia Women Red Kurta,1327
2314,2314,22769,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,BIBA Women Printed Maroon Kurta,1496
2315,2315,33871,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Chronograph Watch,2125
2316,2316,58540,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Miami Blues Men Sunglasses,4886
2317,2317,5238,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011.0,Casual,Reebok Men's Lazor Brown Flip Flop,1979
2318,2318,25914,Women,Apparel,Bottomwear,Leggings,Olive,Summer,2012.0,Casual,Femella Women Olive Leggings,1093
2319,2319,21588,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inesis Men Solid Grey Tshirt,3990
2320,2320,53994,Women,Accessories,Bags,Handbags,White,Summer,2012.0,Casual,Kiara Women White Handbag,2706
2321,2321,57508,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Lee Cooper Men Brown Sandals,3334
2322,2322,44923,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans,2777
2323,2323,25128,Women,Accessories,Bags,Clutches,Silver,Winter,2015.0,Casual,Lino Perros Women Gems Silver Clutch,4627
2324,2324,52846,Women,Accessories,Jewellery,Earrings,White,Summer,2012.0,Casual,Adrika White Earrings,4789
2325,2325,39577,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Pink Flats,4473
2326,2326,8527,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Nike Men Nike air embark Black Sandals,3815
2327,2327,49600,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Flats,506
2328,2328,12598,Unisex,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Tantra Unisex Printed Orange Tshirts,3405
2329,2329,19170,Men,Apparel,Topwear,Tshirts,Olive,Summer,2011.0,Casual,United Colors of Benetton Men Printed Olive TShirt,3266
2330,2330,16138,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Tokyo Talkies Women Printed Grey Top,2532
2331,2331,34268,Women,Apparel,Topwear,Dupatta,Purple,Summer,2012.0,Ethnic,Fabindia Women Printed Purple Dupatta,3454
2332,2332,28637,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Relentless Black Sports Shoes,3521
2333,2333,2821,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Formal,Lee Cooper Men Formal Leather Brown Sandal,2200
2334,2334,19342,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jacket,4048
2335,2335,13678,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,ADIDAS Women Blazer Sports Shoes,4384
2336,2336,18290,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Aneri Women Shabarana Orange Kurta,1862
2337,2337,55851,Women,Personal Care,Nails,Nail Polish,Blue,Spring,2017.0,Casual,Colorbar Pro Magnificent Sea Nail Lacquer 037,2247
2338,2338,35188,Women,Accessories,Bags,Backpacks,Pink,Spring,2013.0,Casual,Wildcraft Women Pink Backpack,2659
2339,2339,43934,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels,1906
2340,2340,28405,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Black Sunglasses,3864
2341,2341,54983,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Pink,Summer,2017.0,Casual,Femella Women Pink Lounge Pants,990
2342,2342,20668,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Classic Polo Men Striped Maroon Tshirt,4846
2343,2343,11913,Men,Footwear,Sandal,Sandals,Black,Summer,2013.0,Casual,Franco Leone Men Casual Black Sandals,2001
2344,2344,5836,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,ADIDAS Men's Gdancin Pink T-shirt,3591
2345,2345,39745,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini Jony Boys Blue Shorts,994
2346,2346,33885,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Citizen Men Steel Eco-Drive Watch,2801
2347,2347,37419,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Murcia Women Office Red Handbag,2544
2348,2348,24832,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Black Backpack,3651
2349,2349,45039,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Attivo Watch,2350
2350,2350,15749,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Highlander Men Solid Navy Blue Trousers,2625
2351,2351,59466,Women,Accessories,Jewellery,Ring,Silver,Summer,2015.0,Casual,Lucera Silver Ring,1289
2352,2352,38451,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Baggit Women Teal Selection Jack Sling Bag,1753
2353,2353,39583,Women,Footwear,Shoes,Heels,Red,Summer,2016.0,Casual,Catwalk Women Red Flats,1268
2354,2354,19184,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors Of Benetton Men Red Check Shirt,4281
2355,2355,18056,Women,Accessories,Wallets,Wallets,Brown,Winter,2015.0,Casual,Lino Perros Women Solid Brown Wallet,1350
2356,2356,48726,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015.0,Casual,Lucera Women Silver Earrings,3772
2357,2357,9401,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Nike Men Lunarswi + 2 Blue Sports Shoes,2727
2358,2358,17822,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Lee Cooper Men  Black Formal Shoe,3581
2359,2359,3907,Women,Apparel,Bottomwear,Track Pants,Cream,Summer,2011.0,Casual,Urban Yoga Women's Fitted Yoga Cream Track Pant,3041
2360,2360,29711,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt,1004
2361,2361,6449,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Lotto Women's Cross Color Beige Black Flip Flop,2329
2362,2362,55099,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017.0,Casual,Pond's Women Gold Radiance Youthful Glow Day Cream,3743
2363,2363,35940,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Flying Machine Women Viscose Black Capris,1013
2364,2364,3309,Men,Footwear,Shoes,Sports Shoes,White,Spring,2012.0,Sports,Asics Men's Gel Challenger 8 Tennis White Blue Shoe,3132
2365,2365,23825,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Puma Men Java Brown Flip Flops,4073
2366,2366,48514,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,French Connection Women Grey Top,3508
2367,2367,9633,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Blue White Shirts,4614
2368,2368,34892,Women,Accessories,Bags,Handbags,Multi,Summer,2012.0,Casual,Envirosax Women Multi Coloured Bag,3911
2369,2369,51439,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Myntra Women Grey Top,3559
2370,2370,42812,Women,Apparel,Innerwear,Briefs,Grey,Summer,2012.0,Casual,Little Miss Intimates Women Grey Brief,1955
2371,2371,29523,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Playboy Women White Dial Watch,571
2372,2372,54977,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017.0,Casual,Femella Women Blue Lounge Pants,2271
2373,2373,10835,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Men Black Polo Tshirts,4629
2374,2374,59654,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Purple Evening Wear Sari,4909
2375,2375,10009,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Town Round Red Neck T-Shirts,4830
2376,2376,38663,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Downshifter Black Sports Shoes,3876
2377,2377,40779,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012.0,Casual,Quiksilver Men Brown Flip Flops,2333
2378,2378,32359,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,2143
2379,2379,4910,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Dionne Pink Teens Kidswear,4253
2380,2380,43598,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Angry Birds Men Charcoal T-shirt,1688
2381,2381,48170,Women,Accessories,Wallets,Wallets,Blue,Winter,2016.0,Casual,Fossil Women Blue Floral Print Wallet,3785
2382,2382,9257,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,1048
2383,2383,18600,Women,Footwear,Shoes,Flats,Grey,Fall,2011.0,Casual,Puma Women Roque Grey Sandals,3640
2384,2384,8385,Girls,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Doodle Girl's Hippie Chic Orange Teen Kidswear,3062
2385,2385,28095,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Jockey MC Men Grey Melange Y Front Briefs 8003,3986
2386,2386,17648,Unisex,Footwear,Flip Flops,Flip Flops,Black,Spring,2013.0,Casual,Converse Unisex Black Flip Flops,2877
2387,2387,30856,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Women Green Bijli Print Khadi Kurta,4443
2388,2388,47138,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Combo pack Tote Bags,2859
2389,2389,26933,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top,2074
2390,2390,31984,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Backpack,1552
2391,2391,29147,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,United Colors of Benetton Men Printed Green T-shirt,1231
2392,2392,59230,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,696
2393,2393,4548,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women Sweet AC Black Shoe,1254
2394,2394,1806,Men,Footwear,Sandal,Sandals,Brown,Spring,2011.0,Casual,Quechua Men Arpenaz Brown Sandal,1101
2395,2395,15923,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,ADIDAS Unisex ADP1810 Black Backpack,1718
2396,2396,56278,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Biara Skin Coloured Everyday Support Bra MW 1002,3553
2397,2397,24658,Men,Accessories,Socks,Socks,Pink,Fall,2011.0,Casual,ADIDAS Originals Men Pink Casual Socks,2011
2398,2398,38207,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Polaroid Women Sunglasses,4055
2399,2399,56876,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Heels,2692
2400,2400,21118,Men,Apparel,Topwear,Shirts,Olive,Fall,2011.0,Casual,s.Oliver Men Check Olive Shirt,1109
2401,2401,59002,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Brut Men Alaska Deo,4919
2402,2402,53538,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015.0,Casual,Amante Women Pack of 3 Assorted Briefs PFCP13,940
2403,2403,36993,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Lino Perros Women Black Handbag,2525
2404,2404,21924,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Biba Women Black Printed Churidar Kurta with Dupatta,4342
2405,2405,38035,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Watch,2516
2406,2406,57198,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Top,2570
2407,2407,18432,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Vital Gear Unisex Pink Daypack Backpack,2351
